SecurityGroup
Printing - 650 - Estimating - Color - HP Laserjet
Printing - 650 - PM - Plotter - HP Designjet Plotter
Printing - 650 - PM - Color - HP Laserjet
Printing - 650 - Accounting - Color - HP Laserjet
Printing - 575 - COPIER ROOM - HP Laserjet
Printing - 575 - COPIER ROOM - HP Designjet T2600
Printing - 575 - CAFE - Color - HP LaserJet
Printing - Irvine - Color - Ricoh MP C3004ex
Printing - Irvine - BW - Ricoh MP 5505
